product_title,rating,domain,review_text
"Duracell Specialty CR2025 Lithium Coin Battery 3V, Pack of 5 Suitable for use in keyfobs, Scales, wearables and Medical De...",5.0,Electronics,I personally like Apple product. But my charger is not as good as it shout be like an apple product. After a moth of using my charger stopped working.
Amazon Brand - Solimo Back Cover Case for Realme 6 | Compatible for Realme 6 Back Cover Case | 360 Degree Protection | Sof...,5.0,Electronics,device thats it
Eveready Rechargeable battery - 1000 Series AAA - Pack of 2,5.0,Electronics,Great
Cello Aspro Mavro Ball Pens | Pack of 25 | BlueBall Pens| Smooth Ball Pens | Long-lasting ball pens | Classy and stylish b...,5.0,Electronics,Good And nice phone
"ANCHOR 1440W 4 Way Power Strip with Individual Switch (240V, multicolour)",5.0,Electronics,Amazing choice
"Tukzer 2-in-1 Capacitive Stylus Pen V2.0, Precise Stylus -Fine Point Disc Tip & Micro-Knit Hybrid Fiber Tip, Light Aluminu...",5.0,Electronics,all features are 100 % good qaulity.such a like i phone xr(128)
"Beetel X70 Cordless Phone, 2.4GHz Frequency, 2 Way Speaker Phone, Ringer Volume, LED Notification for Ringer and Charging...",4.0,Electronics,Best device
SUPER TOY Multicolor LCD Graphic Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Kids Boys Girls,4.0,Electronics,Has every thing you might be looking in an device except the oled screen camera is as good as device Xs with few limitations. If display is not a big concern for you you can't get a better phone than this at this price range.
"SPIN CART Thermal Compound Paste Use in Coolers Heat Sink for CPU and Chipsets (Grey, 30 g)",1.0,Electronics,Well I order a black color but it comes out to be a red one
IFITech IFIADPTCAM 1080p USB Charger Type Hidden Camera | Home security spy camera | Support Maximum 256 Gb Memory Cards |...,5.0,Electronics,Good product
PopSockets Basic PopGrip – Black,1.0,Electronics,I don't like this device
"Ambrane 20000 mAh Lithium Polymer Stylo-20k Power Bank with 20 Watt Fast Charging, 2 USB,Type C Port,Green",5.0,Electronics,"Overall worth paying, value for money, durable, efficient, advance product"
URBN 20000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input (Blue),5.0,Electronics,Camera works so good
"DIGITEK® (DLS-9FT) Lightweight & Portable Aluminum Alloy Light Stand for Ring Light, Reflector, Flash Units, Diffuser, Por...",4.0,Electronics,"Face unlock is slow, battery is good, 64gb has less storage go with 128gb minimum. Except security and sharing device support almost everything similar to android"
"realme TechLife Buds T100 Bluetooth Truly Wireless in Ear Earbuds with mic, AI ENC for Calls, Google Fast Pair, 28 Hours T...",5.0,Electronics,First of all I thank Amazon for such blazing fast delivery and the packaging was terrific. So trustworthy. Secondly Apple gets full marks for such a master piece. device XR is capable of handling my heavy multitasking efficiently. So far so good. Reviewed after using it for almost a day. Thanks Amazon and Apple
"boAt Rockerz 450 Pro Bluetooth On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear C...",3.0,Electronics,"Front camera deteriorating everyday. Front camera quality is supper flop, even worst den any minimum range android phone. Rear camera is also not at per. Face detector not so good. No finger print available hence facing problems most of the time. Overall Apple releases a bad number with this variant."
XPG ADATA GAMMIX D30 DDR4 8GB (1x8GB) 3200MHz U-DIMM Desktop Memory - AX4U32008G16A-SR30,5.0,Electronics,"i phone xr is best phone ever. Best display, good battery & camera. And face recognition is so fast. Best thing is budget smartphone"
KYOSEI Tempered Glass Compatible with OnePlus 11R 5G with Anti-Explosion Edge-to-Edge Coverage Screen Protector Guard,5.0,Electronics,Still one of the best phones out there with this price. The specs are awesome and even the lcd screen shows no compromise even outdoors.
"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter) Compatible with Smartphone,White",5.0,Electronics,"I have only used the phone for couple of days now, but it looks really good. Amazon did a good job in timely delivery. Probably the phone is very good so far, and I am in no position to give a proper feedback unless have used it for a while."
"Mivi Rock and Roll E5 Wired In Ear Earphones with HD Sound and Extra Powerful Bass with Mic, Tangle Free & Extra Length Ca...",1.0,Electronics,"Not happy with the mobile , let me know if u guys can send new mobile or can give a option to upgrade to device 11 . Let me know what best can be done ."
"Samsung Galaxy S21 FE 5G (Olive, 8GB, 128GB Storage)",5.0,Electronics,"Good apple thanks,"
"Syvo S -1000 PRO 67 Inch (170CM) Tripod for DSLR, Camera | Operating Height: 5.57 Feet| Maximum Load Capacity up to 5kg | ...",2.0,Electronics,Good product. Bad battery life
"TP-Link UE300C USB Type-C to RJ45 Gigabit Ethernet Network Adapter/RJ45 LAN Wired Adapter for Ultrabook, Chromebook, Lapto...",5.0,Electronics,Best deal from amazon
Nivia Country Colour Rubber Moulded Football,4.0,Electronics,Very good product
"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank ...",4.0,Electronics,I bought XR after 11 came out. I read a few articles and saw a few video reviews which said that the real difference between the phones was the camera and that it was negligible and not worth the price difference.
"Portronics SoundDrum Wireless POR-547 Bluetooth 4.2 Stereo Speaker with FM, USB Music (Blue)",5.0,Electronics,Awesome!
Redmi Note 12 5G Mystique Blue 4GB RAM 128GB ROM | 1st Phone with 120Hz Super AMOLED and Snapdragon® 4 Gen 1 | 48MP AI Tri...,5.0,Electronics,Excellent product to buy. Camera clarity is amazing and outstanding.
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartm...,5.0,Electronics,Excellent phone
CP PLUS 2MP Full HD Smart Wi-fi CCTV Home Security Camera | 360° with Pan Tilt | 2Way Talk | Cloud Monitor | Motion Detect...,1.0,Electronics, Defective piece received
Mi 33W SonicCharge 2.0 USB Charger|Wall Charger Adapter with USB to Type-C Cable Included|Fast Charging|QC Charging|(Adapt...,5.0,Electronics,Not happy with battery life. Rest everything Is fine.
TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/...,4.0,Electronics,Good but I think device se camera is far better.overall good device.battery backup is awesome
MemeHo® Smart Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded E...,5.0,Electronics,Good nd great mobile in all apple mobiles
"uni-Ball Eye UB 157 Roller Pen | Tip Size 0.7 mm | Comfortable Grip| Ideal for Students and Professionals | for School, Of...",4.0,Electronics,Recognise my and my sis face
Fashionury Silicone OnePlus Nord CE 2 5G Case Transparent Flexible Soft Back Case Cover for OnePlus Nord CE 2 5G,4.0,Electronics,Camera is just awesome 🔥
"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound, Quad Mic ENx, Beast Mode for Gaming, 40H Playtime, IW...",5.0,Electronics,Did not expect such poor camera quality from apple phones even my earlier device had a better camera. Overall has a good battery backup but really disappointed with camera quality...
"Born Good Plant-based Electronics & Gadget Disinfectant & Cleaner Kit | Biodegradable, Non-Toxic, Eco-Friendly | Laptop, S...",5.0,Electronics,Got this at an offer price of 39k. The Phone justified the amount i spent for it
Wedding Backdrop Cloth for all Festivals/House hold functions/Haldi Function/Ceremonies Banana Leaf Design(Aaritaku) Desig...,5.0,Electronics,Best device so far with good camera.... finally i am satisfied with device camera☺️👍must buy product
"Samsung Original 35W Power Adapter Duo for Tablets, White, Black 35W",5.0,Electronics,Camera quality is good.
Razer Viper Mini Ultralight Gaming USB Mouse- Classic Black|Fastest Gaming Switches-8500 DPI Optical Sensor - Chroma RGB U...,4.0,Electronics,The features of the phone are very good. Camera and the operating system.
"Noise Buds Smart Truly Wireless in Ear Earbuds with 18H Playtime,10mm Driver, Full Touch Control, Hyper Sync, and BT v5.0...",5.0,Electronics,Great product
ZEBRONICS Zeb-Bro Wired Earphone (White),5.0,Electronics,I had this phone XR on deal 128gb n m happy now to have this AMAZON giving original Apple products thats what we want
